,model,lnL,AIC,AICc,timing,tree.no,delta,w
27,TS,66.88175528,-127.7635106,-127.5760106,TS 112,3,2.74776719999998,0.0838281661293032
28,TRC,68.67008412,-129.3401682,-129.0252076,TRC 51,3,1.2985702,0.173013142936519
29,SRC,68.25563891,-130.5112778,-130.3237778,SRC 51,3,0,0.33117689623835
30,OUS,64.66831003,-119.3366201,-118.8641791,OUS 16.8679265101664,3,11.4595987,0.00107557275209602
31,OUMA,69.28777144,-126.5755429,-125.9088762,OUMA 28.8777107911698,3,4.41490159999999,0.0364230516884087
32,OUMV,68.92908259,-125.8581652,-125.1914985,OUMV 26.6193444381118,3,5.13227929999999,0.0254448410278383
33,OUMVA,69.60816728,-125.2163346,-124.3203346,OUMVA 26.6191512305694,3,6.00344319999999,0.0164599648924138
34,DensDep,64.4746509054773,-124.949301810955,-124.856994118647,NA,3,5.46678368135299,0.0215259852509252
35,fit_env,65.1875651096653,-124.375130219331,-124.189083707703,NA,3,6.13469409229698,0.0154144536228019
36,fit_bgb,67.2559327651574,-128.511865530315,-128.325819018687,NA,3,1.99795878131297,0.121957579065211
37,EB,67.2950066,-126.5900132,-126.2775132,EB3,4,0,0.388144137649652
38,delta,64.22003109,-120.4400622,-120.1275622,delta3,4,6.149951,0.017928672723666
39,TS,62.6140233,-119.2280466,-119.0405466,TS 113,4,7.2369666,0.0104113177478769
40,TRC,67.13543111,-126.2708622,-125.9559016,TRC 4,4,0.321611599999997,0.330488201405031
41,SRC,65.59205084,-125.1841017,-124.9966017,SRC 8,4,1.2809115,0.204572208186626
42,OUS,60.94829605,-111.8965921,-111.4241511,OUS 27.1977710507424,4,14.8533621,0.000231007687319691
43,OUMA,65.37605184,-118.7521037,-118.085437,OUMA 33.0902942348366,4,8.1920762,0.0064581226197918
44,OUMV,65.55818584,-119.1163717,-118.449705,OUMV 29.695629124717,4,7.82780820000001,0.00774829376232194
45,OUMVA,66.19472734,-118.3894547,-117.4934547,OUMVA 30.3150072300225,4,8.7840585,0.00480351292411516
46,DensDep,60.6916742801692,-117.383348560338,-117.291040868031,NA,4,8.986472331969,0.00434115565856689
47,fit_env,60.9386071754847,-115.877214350969,-115.691167839342,NA,4,10.586345360658,0.00195073081462889
48,fit_bgb,63.4025281133874,-120.805056226775,-120.619009715147,NA,4,5.658503484853,0.0229226388204039
49,EB,57.55602104,-107.1120421,-106.7995421,EB4,5,17.3630289,0.000161355594470657
50,delta,62.36922756,-116.7384551,-116.4259551,delta4,5,7.7366159,0.0198670347279024
51,TS,58.08300988,-110.1660198,-109.9785198,TS 114,5,14.1840512,0.000790842980744296
52,TRC,66.23876584,-124.4775317,-124.162571,TRC 41,5,0,0.950862779895513
53,SRC,61.47879803,-116.9575961,-116.7700961,SRC 52,5,7.3924749,0.0235973003090515
54,OUS,57.37742511,-104.7548502,-104.2824093,OUS 43.2184089483826,5,19.8801617,4.58348257985579e-05
55,OUMA,60.73138306,-109.4627661,-108.7960995,OUMA 33.5224629833296,5,15.3664715,0.000437855650410911
56,OUMV,60.34600555,-108.6920111,-108.0253444,OUMV 31.7502319429771,5,16.1372266,0.00029782669019162
57,OUMVA,62.32881272,-110.6576254,-109.7616254,OUMVA 33.5223578363682,5,14.4009456,0.000709565095485908
58,DensDep,56.8250567663546,-109.650113532709,-109.557805840402,NA,5,14.604765159598,0.000640816062002499
59,fit_env,56.8262191487971,-107.652438297594,-107.466391785966,NA,5,16.696179214034,0.000225210480489643
60,fit_bgb,59.1771154345915,-112.354230869183,-112.168184357555,NA,5,11.994386642445,0.00236357768793869
61,EB,65.46228394,-122.9245679,-122.6120679,EB5,6,0.648251999999999,0.410731019779099
62,delta,62.48509373,-116.9701875,-116.6576875,delta5,6,6.6026324,0.0209208934695894
63,TS,51.96135321,-97.92270643,-97.73520643,TS 3,6,25.52511347,1.62785482722536e-06
64,TRC,65.78764028,-123.5752806,-123.2603199,TRC 42,6,0,0.567967697869603
65,SRC,57.38857399,-108.777148,-108.589648,SRC 11,6,14.6706719,0.000370363100132984
66,OUS,51.40142644,-92.80285288,-92.33041194,OUS 42.0642053373092,6,30.92990796,1.09138871865192e-07
67,OUMA,53.21384162,-94.42768324,-93.76101657,OUMA 30.1838991538897,6,29.49930333,2.23167685125171e-07
68,OUMV,52.54669348,-93.09338695,-92.42672028,OUMV 26.9317075615011,6,30.83359962,1.14522956359416e-07
69,OUMVA,52.63427522,-91.26855044,-90.37255044,OUMVA 27.4611038271126,6,32.88776946,4.10048509320066e-08
70,DensDep,51.4402342474821,-98.8804684949643,-98.7881608026566,NA,6,24.4721590973434,2.75588955362565e-06
71,fit_env,51.1610730970714,-96.3221461941429,-96.136099682515,NA,6,27.124220217485,7.31769077560892e-07
72,fit_bgb,52.9600535470775,-99.9201070941551,-99.7340605825272,NA,6,23.5262593174728,4.42243375299427e-06
73,EB,47.71525815,-87.4305163,-87.1180163,EB6,7,35.9766786,1.26270928802665e-08
74,delta,64.18939173,-120.3787835,-120.0662835,delta6,7,3.0284114,0.180272172111339
75,TS,50.46396338,-94.92792675,-94.74042675,TS 31,7,28.35426815,5.70806320796986e-07
76,TRC,65.70482779,-123.4096556,-123.0946949,TRC 43,7,0,0.819482854574846
77,SRC,56.50860329,-107.0172066,-106.8297066,SRC 71,7,16.2649883,0.000240792268445538
78,OUS,47.93618842,-85.87237684,-85.39993589,OUS 27.3963186251823,7,37.69475901,5.34843785802741e-09
79,OUMA,49.57610764,-87.15221529,-86.48554862,OUMA 33.2044225919558,7,36.60914628,9.20374893619605e-09
80,OUMV,54.90967189,-97.81934377,-97.15267711,OUMV 28.687122945126,7,25.94201779,1.90678744526276e-06
81,OUMVA,55.13102872,-96.26205744,-95.36605744,OUMVA 28.6871180629781,7,27.72863746,7.80445807209569e-07
82,DensDep,49.3510656491255,-94.702131298251,-94.6098236059433,NA,7,28.4848712940567,5.34722749367082e-07
83,fit_env,48.9946148522469,-91.9892297044938,-91.8031831928659,NA,7,31.2915117071341,1.31423926767391e-07
84,fit_bgb,49.5528730119435,-93.1057460238871,-92.9196995122592,NA,7,30.1749953877408,2.29679840242416e-07
85,EB,65.90607757,-123.8121551,-123.4996551,EB7,8,0,0.489521519808862
86,delta,63.34331714,-118.6866343,-118.3741343,delta7,8,5.1255208,0.03773801809447
87,TS,60.91260715,-115.8252143,-115.6377143,TS 115,8,7.8619408,0.00960667360208947
88,TRC,65.23071161,-122.4614232,-122.1464626,TRC 44,8,1.35319249999999,0.248845488026331
89,SRC,63.56670974,-121.1334195,-120.9459195,SRC 111,8,2.5537356,0.136532219059903
90,OUS,59.82240738,-109.6448148,-109.1723738,OUS 51.3238492873597,8,14.3272813,0.000379002595302819
91,OUMA,63.43010446,-114.8602089,-114.1935423,OUMA 32.7219131357858,8,9.30611279999999,0.00466632593261367
92,OUMV,64.39016286,-116.7803257,-116.113659,OUMV 28.9356691870243,8,7.3859961,0.0121877381158215
93,OUMVA,65.1974555,-116.394911,-115.498911,OUMVA 29.557631361444,8,8.00074409999999,0.0089625642426756
94,DensDep,59.7486120276958,-115.497224055392,-115.404916363084,NA,8,8.094738736916,0.00855109252411385
95,fit_env,59.7881677742841,-113.576335548568,-113.39028903694,NA,8,10.10936606306,0.0031228479573563
96,fit_bgb,62.3354605544773,-118.670921108955,-118.484874597327,NA,8,5.01478050267299,0.0398865100404608
97,EB,68.96235783,-129.9247157,-129.6122157,EB8,9,1.23115813819598,0.112000176267477
98,delta,66.91620633,-125.8324127,-125.5199127,delta8,9,5.32346113819598,0.0144739277556218
99,TS,67.86739252,-129.734785,-129.547285,TS 116,9,1.296088838196,0.108422441784502
100,TRC,68.49465803,-128.9893161,-128.6743554,TRC 6,9,2.16901843819599,0.0700752941796552
101,SRC,68.47593089,-130.9518618,-130.7643618,SRC 6,9,0.079012038195998,0.199252625622276
102,OUS,66.19718544,-122.3943709,-121.9219299,OUS 17.3202671572335,9,8.92144393819599,0.00239493848341337
103,OUMA,71.11517178,-130.2303436,-129.5636769,OUMA 32.6976464907627,9,1.279696938196,0.109314718228025
104,OUMV,70.2968484,-128.5936968,-127.9270301,OUMV 28.4034597078195,9,2.91634373819599,0.0482264509345516
105,OUMVA,71.42776773,-128.8555355,-127.9595355,OUMVA 31.1433275415322,9,2.88383833819599,0.0490166651363036
106,DensDep,65.9133428631739,-127.826685726348,-127.73437803404,NA,9,3.10899580415598,0.0437977134696569
107,fit_env,66.7569903432828,-127.513980686566,-127.327934174938,NA,9,3.51543966325799,0.0357431871797021
108,fit_bgb,68.5147101749121,-131.029420349824,-130.843373838196,NA,9,0,0.207281860958815
109,EB,67.49651856,-126.9930371,-126.6805371,EB9,10,0,0.300331793321923
110,delta,65.14555266,-122.2911053,-121.9786053,delta9,10,4.7019318,0.0286147391866826
111,TS,64.89937742,-123.7987548,-123.6112548,TS 117,10,3.0692823,0.0647314188127226
112,TRC,66.55883803,-125.1176761,-124.8027154,TRC 45,10,1.8778217,0.117445804778334
113,SRC,65.71327792,-125.4265558,-125.2390558,SRC 72,10,1.44148129999999,0.146078944489111
114,OUS,63.38563614,-116.7712723,-116.2988313,OUS 41.9150467047613,10,10.3817058,0.00167202412143352
115,OUMA,67.73693358,-123.4738672,-122.8072005,OUMA 32.8226036497506,10,3.8733366,0.043302897137312
116,OUMV,67.29161888,-122.5832378,-121.9165711,OUMV 26.5504791540021,10,4.763966,0.0277408162994155
117,OUMVA,68.22082787,-122.4416557,-121.5456557,OUMVA 31.0403206880246,10,5.1348814,0.0230449611710665
118,DensDep,63.2627266308516,-122.525453261703,-122.433145569396,NA,10,4.24739153060399,0.0359163303314791
119,fit_env,63.9583552205879,-121.916710441176,-121.730663929548,NA,10,4.94987317045199,0.0252784247700808
120,fit_bgb,65.9532999839917,-125.906599967983,-125.720553456356,NA,10,0.959983643643994,0.185841845580439
121,EB,66.56659625,-125.1331925,-124.8206925,EB10,11,0,0.600940870736895
122,delta,63.52356279,-119.0471256,-118.7346256,delta10,11,6.08606690000001,0.028658872895953
123,TS,34.37932467,-62.75864934,-62.57114934,TS 32,11,62.24954316,1.82606063454122e-14
124,TRC,66.0839142,-124.1678284,-123.8528678,TRC 46,11,0.967824700000008,0.370400256363521
125,SRC,39.58579444,-73.17158888,-72.98408888,SRC 112,11,51.83660362,3.33162632895686e-12
126,OUS,27.95756908,-45.91513816,-45.44269722,OUS 38.2542494878339,11,79.37799528,3.4843283504829e-18
127,OUMA,37.90890993,-63.81781986,-63.1511532,OUMA 26.8619105004157,11,61.6695393,2.44040233677409e-14
128,OUMV,39.92879186,-67.85758372,-67.19091705,OUMV 30.7720785005993,11,57.62977545,1.8394373739562e-13
129,OUMVA,40.0367426,-66.0734852,-65.1774852,OUMVA 30.7720558317633,11,59.6432073,6.72161812414297e-14
130,DensDep,30.8740982907276,-57.7481965814552,-57.6558888891475,NA,11,67.1648036108525,1.56379546294104e-15
131,fit_env,32.7589191825428,-59.5178383650857,-59.3317918534578,NA,11,65.4889006465422,3.61491136831643e-15
132,fit_bgb,25.1766844814783,-44.3533689629565,-44.1673224513286,NA,11,80.6533700486714,1.84151373500774e-18
133,EB,67.92174504,-127.8434901,-127.5309901,EB11,12,0,0.496018077237715
134,delta,65.19386739,-122.3877348,-122.0752348,delta11,12,5.45575529999999,0.0324186774789159
135,TS,63.36573878,-120.7314776,-120.5439776,TS 118,12,6.98701249999999,0.015076030856076
136,TRC,66.95429454,-125.9085891,-125.5936284,TRC 47,12,1.9373617,0.188280245813187
137,SRC,65.59237882,-125.1847576,-124.9972576,SRC 81,12,2.5337325,0.139734769487194
138,OUS,62.2161882,-114.4323764,-113.9599355,OUS 38.222092376611,12,13.5710546,0.000560506226390586
139,OUMA,67.2102044,-122.4204088,-121.7537421,OUMA 30.8259764551846,12,5.777248,0.0276047641540616
140,OUMV,66.48750423,-120.9750085,-120.3083418,OUMV 27.693151701109,12,7.2226483,0.0134004491105051
141,OUMVA,66.57754781,-119.1550956,-118.2590956,OUMVA 27.69315014484,12,9.2718945,0.00480984626517382
142,DensDep,62.0021930603445,-120.004386120689,-119.912078428381,NA,12,7.618911671619,0.0109918768992486
143,fit_env,62.1496024362592,-118.299204872518,-118.11315836089,NA,12,9.41783173911,0.00447137739201284
144,fit_bgb,64.8511115730836,-123.702223146167,-123.516176634539,NA,12,4.014813465461,0.0666333790795193
145,EB,65.93159025,-123.8631805,-123.5506805,EB12,13,0,0.523820396024262
146,delta,63.18639131,-118.3727826,-118.0602826,delta12,13,5.4903979,0.0336478755338438
147,TS,57.37193302,-108.743866,-108.556366,TS 119,13,14.9943145,0.000290541638192733
148,TRC,65.71739205,-123.4347841,-123.1198235,TRC 48,13,0.430857000000003,0.422301861480585
149,SRC,61.49322657,-116.9864531,-116.7989531,SRC 73,13,6.75172739999999,0.0179086738819311
150,OUS,56.87720202,-103.754404,-103.2819631,OUS 1.36870003457096,13,20.2687174,2.07915249400587e-05
151,OUMA,59.83937022,-107.6787404,-107.0120738,OUMA 31.4623583276724,13,16.5386067,0.000134236181752045
152,OUMV,59.01306593,-106.0261319,-105.3594652,OUMV 30.3342833380592,13,18.1912153,5.87503140692843e-05
153,OUMVA,59.35726142,-104.7145228,-103.8185228,OUMVA 27.7187713668239,13,19.7321577,2.71893485415427e-05
154,DensDep,56.6570293048458,-109.314058609692,-109.221750917384,NA,13,14.328929582616,0.000405223739413401
155,fit_env,56.513476773121,-107.026953546242,-106.840907034614,NA,13,16.709773465386,0.000123225673252187
156,fit_bgb,58.8393057653802,-111.67861153076,-111.492565019132,NA,13,12.058115480868,0.00126123465921734
157,EB,65.7097097,-123.4194194,-123.1069194,EB13,14,0,0.617118911612484
158,delta,63.28462496,-118.5692499,-118.2567499,delta13,14,4.85016949999999,0.0545968932419923
159,TS,56.77137462,-107.5427492,-107.3552492,TS 1110,14,15.7516702,0.000234388948788413
160,TRC,65.02161196,-122.0432239,-121.7282633,TRC 49,14,1.3786561,0.309740137807734
161,SRC,61.04179755,-116.0835951,-115.8960951,SRC 82,14,7.2108243,0.0167709727715098
162,OUS,56.50547574,-103.0109515,-102.5385105,OUS 24.1586181919033,14,20.5684089,2.10860684585416e-05
163,OUMA,58.79642074,-105.5928415,-104.9261748,OUMA 25.0775950430786,14,18.1807446,6.95777414740657e-05
164,OUMV,58.61372904,-105.2274581,-104.5607914,OUMV 28.4910432724431,14,18.546128,5.79599937595524e-05
165,OUMVA,58.62391302,-103.247826,-102.351826,OUMVA 28.4910439051205,14,20.7550934,1.92069138349327e-05
166,DensDep,56.3274181434251,-108.65483628685,-108.562528594543,NA,14,14.544390805457,0.000428641800831654
167,fit_env,56.0458381905034,-106.091676381007,-105.905629869379,NA,14,17.201289530621,0.000113541935502359
168,fit_bgb,58.0335014236044,-110.067002847209,-109.880956335581,NA,14,13.225963064419,0.00082868116363088
169,EB,67.07681055,-126.1536211,-125.8411211,EB14,15,8333.0718749,0
170,delta,64.44029278,-120.8805856,-120.5680856,delta14,15,8338.3449104,0
171,TS,61.7805583,-117.5611166,-117.3736166,TS 1111,15,8341.5393794,0
172,TRC,65.71666878,-123.4333376,-123.1183769,TRC 410,15,8335.7946191,0
173,SRC,63.71898191,-121.4379638,-121.2504638,SRC 74,15,8337.6625322,0
174,OUS,60.90298679,-111.8059736,-111.3335326,OUS 23.3688605305187,15,8347.5794634,0
175,OUMA,65.03385699,-118.067714,-117.4010473,OUMA 33.6567547324773,15,8341.5119487,0
176,OUMV,65.66869074,-119.3373815,-118.6707148,OUMV 31.1808405525061,15,8340.2422812,0
177,OUMVA,4236.904498,-8459.808996,-8458.912996,OUMVA 31.0202057296934,15,0,1
178,DensDep,60.3944600791945,-116.788920158389,-116.696612466081,NA,15,8342.21638353392,0
179,fit_env,60.51776093456,-115.03552186912,-114.849475357492,NA,15,8344.06352064251,0
180,fit_bgb,63.024316688104,-120.048633376208,-119.86258686458,NA,15,8339.05040913542,0
181,EB,66.00863193,-124.0172639,-123.7047639,EB15,16,0,0.202422352388633
182,delta,63.85092652,-119.701853,-119.389353,delta15,16,4.3154109,0.0233980086430578
183,TS,64.09598571,-122.1919714,-122.0044714,TS 1112,16,1.7002925,0.0865056835896809
184,TRC,65.34098266,-122.6819653,-122.3670047,TRC 411,16,1.33775920000001,0.103697371526897
185,SRC,64.680308,-123.360616,-123.173116,SRC 61,16,0.53164790000001,0.155171726729414
186,OUS,62.48289608,-114.9657922,-114.4933512,OUS 53.5287475240712,16,9.2114127,0.00202313849898241
187,OUMA,67.01615636,-122.0323127,-121.3656461,OUMA 32.985400086514,16,2.3391178,0.0628529246659715
188,OUMV,67.12729569,-122.2545914,-121.5879247,OUMV 29.0823008747439,16,2.1168392,0.0702413218373284
189,OUMVA,68.01288383,-122.0257677,-121.1297677,OUMVA 29.1803525306433,16,2.5749962,0.0558605422636562
190,DensDep,62.4020034522044,-120.804006904409,-120.711699212101,NA,16,2.99306468789901,0.0453234257735101
191,fit_env,63.1029963815878,-120.205992763176,-120.019946251548,NA,16,3.684817648452,0.0320708508311859
192,fit_bgb,64.7129230863977,-123.425846172795,-123.239799661168,NA,16,0.464964238831996,0.160432653251683
193,EB,67.05175865,-126.1035173,-125.7910173,EB16,17,0,0.41825515901543
194,delta,64.61119502,-121.22239,-120.90989,delta16,17,4.88112729999999,0.036434933449112
195,TS,62.58627217,-119.1725443,-118.9850443,TS 1113,17,6.80597299999999,0.0139169173349087
196,TRC,66.38059402,-124.761188,-124.4462274,TRC 412,17,1.34478989999999,0.213512787300822
197,SRC,65.4500471,-124.9000942,-124.7125942,SRC 75,17,1.07842309999999,0.243929713545347
198,OUS,61.36181425,-112.7236285,-112.2511875,OUS 26.1244975335267,17,13.5398298,0.000480070060937835
199,OUMA,66.11812801,-120.236256,-119.5695894,OUMA 30.2341792630656,17,6.22142789999999,0.0186412659841505
200,OUMV,65.7070087,-119.4140174,-118.7473507,OUMV 30.2341817156408,17,7.04366659999999,0.0123574407874112
201,OUMVA,66.75418304,-119.5083661,-118.6123661,OUMVA 30.2341823957711,17,7.17865119999999,0.0115509314016938
202,DensDep,61.0419520397856,-118.083904079571,-117.991596387264,NA,17,7.799420912736,0.00846873560405028
203,fit_env,61.3383298842912,-116.676659768582,-116.490613256954,NA,17,9.30040404304599,0.00399838149518469
204,fit_bgb,62.8677031739496,-119.735406347899,-119.549359836271,NA,17,6.241657463729,0.018453664020952
205,EB,60.50562025,-113.0112405,-112.6987405,EB17,18,10.9692118,0.00198238847978569
206,delta,63.71604587,-119.4320917,-119.1195917,delta17,18,4.5483606,0.0491426857481856
207,TS,60.8138678,-115.6277356,-115.4402356,TS 1114,18,8.2277167,0.00780722799498784
208,TRC,65.99145644,-123.9829129,-123.6679523,TRC 413,18,0,0.47766436502089
209,SRC,64.80901762,-123.6180352,-123.4305352,SRC 76,18,0.237417100000002,0.424197763835233
210,OUS,59.90884459,-109.8176892,-109.3452482,OUS 65.7431265494984,18,14.3227041,0.000370669766738974
211,OUMA,63.5226614,-115.0453228,-114.3786561,OUMA 32.6209559864488,18,9.2892962,0.00459174543398088
212,OUMV,64.0471831,-116.0943662,-115.4276995,OUMV 30.4945439637847,18,8.24025279999999,0.00775844494656466
213,OUMVA,64.23244026,-114.4648805,-113.5688805,OUMVA 30.4945435723099,18,10.0990718,0.00306293136745131
214,DensDep,59.4631782558709,-114.926356511742,-114.834048819434,NA,18,8.83390348056599,0.00576587304059636
215,fit_env,59.6574338979383,-113.314867795877,-113.128821284249,NA,18,10.539131015751,0.00245798722239155
216,fit_bgb,61.4792494735942,-116.958498947188,-116.77245243556,NA,18,6.89549986444,0.0151979171431941
217,EB,66.15096849,-124.301937,-123.989437,EB18,19,0.0879084000000034,0.305850963771995
218,delta,63.58324996,-119.1664999,-118.8539999,delta18,19,5.22334549999999,0.0234619365524195
219,TS,62.53703434,-119.0740687,-118.8865687,TS 1115,19,5.1907767,0.0238471279049408
220,TRC,65.45315468,-122.9063094,-122.5913487,TRC 61,19,1.4859967,0.152026338708215
221,SRC,65.1324227,-124.2648454,-124.0773454,SRC 77,19,0,0.319594222616762
222,OUS,61.42862949,-112.857259,-112.384818,OUS 41.5087193250985,19,11.6925274,0.000923844452289035
223,OUMA,65.37174769,-118.7434954,-118.0768287,OUMA 32.705803813163,19,6.00051670000001,0.01590754916515
224,OUMV,66.03717247,-120.0743449,-119.4076783,OUMV 31.0798457865778,19,4.6696671,0.0309452213076302
225,OUMVA,67.54175318,-121.0835064,-120.1875064,OUMVA 31.3240091672675,19,3.88983899999999,0.0457015693151223
226,DensDep,61.1483968033207,-118.296793606641,-118.204485914334,NA,19,5.872859485666,0.0169560108600938
227,fit_env,61.3815186084377,-116.763037216875,-116.576990705247,NA,19,7.500354694753,0.0075148028557933
228,fit_bgb,63.412427947926,-120.824855895852,-120.638809384224,NA,19,3.43853601577599,0.0572704124895883
229,EB,62.12809283,-116.2561857,-115.9436857,EB19,20,9537.2458673,0
230,delta,62.82184845,-117.6436969,-117.3311969,delta19,20,9535.8583561,0
231,TS,62.38569133,-118.7713827,-118.5838827,TS 1116,20,9534.6056703,0
232,TRC,65.5964397,-123.1928794,-122.8779188,TRC 71,20,9530.3116342,0
233,SRC,65.2146178,-124.4292356,-124.2417356,SRC 83,20,9528.9478174,0
234,OUS,61.33803213,-112.6760643,-112.2036233,OUS 42.3552596346304,20,9540.9859297,0
235,OUMA,65.35160555,-118.7032111,-118.0365444,OUMA 32.0684337120949,20,9535.1530086,0
236,OUMV,65.90669262,-119.8133852,-119.1467186,OUMV 30.7765092961835,20,9534.0428344,0
237,OUMVA,4834.042777,-9654.085553,-9653.189553,OUMVA 30.0515206871425,20,0,1
238,DensDep,61.0292677485708,-118.058535497142,-117.966227804834,NA,20,9535.22332519517,0
239,fit_env,61.2551763107372,-116.510352621474,-116.324306109846,NA,20,9536.86524689015,0
240,fit_bgb,63.2860533011372,-120.572106602274,-120.386060090647,NA,20,9532.80349290935,0
241,EB,65.36789445,-122.7357889,-122.4232889,EB20,21,0.670844299999999,0.248736791206524
242,delta,62.57478628,-117.1495726,-116.8370726,delta20,21,6.2570606,0.0152303039488199
243,TS,61.91020391,-117.8204078,-117.6329078,TS 1117,21,5.4612254,0.0226736787197707
244,TRC,65.05026577,-122.1005315,-121.7855709,TRC 414,21,1.30856230000001,0.180826186435807
245,SRC,64.64081658,-123.2816332,-123.0941332,SRC 84,21,0,0.347866026368931
246,OUS,60.87042196,-111.7408439,-111.268403,OUS 17.1968802469024,21,11.8257302,0.000940778386110854
247,OUMA,65.20212816,-118.4042563,-117.7375897,OUMA 32.6358143565956,21,5.3565435,0.023892047762102
248,OUMV,65.85439441,-119.7087888,-119.0421221,OUMV 31.220840258156,21,4.0520111,0.045870025932265
249,OUMVA,65.8079181,-117.6158362,-116.7198362,OUMVA 30.2765097684877,21,6.374297,0.0143631934493946
250,DensDep,60.5904366103046,-117.180873220609,-117.088565528301,NA,21,6.005567671699,0.0172710827928861
251,fit_env,60.7460072375665,-115.492014475133,-115.305967963505,NA,21,7.788165236495,0.0070832639099356
252,fit_bgb,63.1090434319909,-120.218086863982,-120.032040352354,NA,21,3.062092847646,0.0752466210874532
253,EB,65.58768909,-123.1753782,-122.8628782,EB21,22,0,0.463925896612148
254,delta,63.47067487,-118.9413497,-118.6288497,delta21,22,4.23402849999999,0.0558522931575707
255,TS,60.93660897,-115.8732179,-115.6857179,TS 1118,22,7.1771603,0.012821772261885
256,TRC,64.32389216,-120.6477843,-120.3328237,TRC 72,22,2.53005449999999,0.130934550506059
257,SRC,63.78929596,-121.5785919,-121.3910919,SRC 78,22,1.47178629999999,0.22225640300376
258,OUS,60.00762456,-110.0152491,-109.5428082,OUS 23.5380240486536,22,13.32007,0.000594336176441683
259,OUMA,64.14323352,-116.286467,-115.6198004,OUMA 32.8294253015974,22,7.24307779999999,0.0124060708055089
260,OUMV,65.00768645,-118.0153729,-117.3487062,OUMV 31.0299800382566,22,5.514172,0.0294483780504903
261,OUMVA,64.93220282,-115.8644056,-114.9684056,OUMVA 31.0299785653998,22,7.8944726,0.00895747638535347
262,DensDep,59.7321817141262,-115.464363428252,-115.372055735945,NA,22,7.490822464055,0.0109606720916129
263,fit_env,59.869335526448,-113.738671052896,-113.552624541268,NA,22,9.31025365873199,0.00441319097335888
264,fit_bgb,62.2439705340078,-118.487941068016,-118.301894556388,NA,22,4.56098364361199,0.0474289599758112
265,EB,63.88053332,-119.7610666,-119.4485666,EB22,23,0.361285899999999,0.419690301463832
266,delta,60.92412985,-113.8482597,-113.5357597,delta22,23,6.27409280000001,0.0218262551937677
267,TS,56.29087104,-106.5817421,-106.3942421,TS 1119,23,13.4156104,0.000614070713938122
268,TRC,64.06240655,-120.1248131,-119.8098525,TRC 52,23,0,0.502783676912125
269,SRC,60.7257353,-115.4514706,-115.2639706,SRC 79,23,4.54588190000001,0.0517911384280818
270,OUS,56.03528283,-102.0705657,-101.5981247,OUS 42.4690148249681,23,18.2117278,5.58154878436121e-05
271,OUMA,57.35095582,-102.7019116,-102.035245,OUMA 42.4628493517883,23,17.7746075,6.94503105530121e-05
