,model,lnL,AIC,AICc,timing,tree.no,delta,w
93,TS,203.6065566,-401.2131133,-401.1087655,TS 112,6,5.3709096,0.0156017095911521
94,TRC,207.3271738,-406.6543476,-406.4796751,TRC 41,6,0,0.228797034295732
95,SRC,204.9031792,-403.8063584,-403.7020106,SRC 6,6,2.77766450000001,0.0570542772626934
96,BMS,203.8422147,-397.6844294,-397.4224207,BMS 44.6597786895298,6,9.05725440000003,0.00246997516869008
97,OUS,204.7896566,-399.5793132,-399.3173044,OUS 63.1124878033676,6,7.1623707,0.00637032155197793
98,OUMA,204.4736676,-396.9473353,-396.5789142,OUMA 54.2612411647506,6,9.90076090000002,0.00162004649172382
99,OUMV,204.2555144,-396.5110288,-396.1426078,OUMV 51.6594583767724,6,10.3370673,0.00130252103916857
100,OUMVA,205.009307,-396.0186139,-395.5252219,OUMVA 61.8647648837877,6,10.9544532,0.000956579572181428
101,JN,199.588306783055,-393.176613566111,-393.072717462215,NA,6,13.406957637785,0.000280650958738208
102,NIG,199.431319273669,-392.862638547338,-392.758742443442,NA,6,13.720932656558,0.000239876509730677
103,BM,206.1134155,-406.226831,-406.1229349,BM6,7,4.18303459999998,0.0624537456088273
104,EB,209.2399413,-410.4798825,-410.3059695,EB6,7,0,0.505699951660375
105,OU,206.113416,-404.2268321,-404.052919,OU6,7,6.25305050000003,0.0221850416560486
106,kappa,202.9610592,-397.9221184,-397.7482053,kappa6,7,12.5577642,0.000948438256654841
107,delta,208.020319,-408.0406381,-407.866725,delta6,7,2.43924450000003,0.149354289070134
108,lambda,206.113416,-404.226832,-404.052919,lambda6,7,6.25305050000003,0.0221850416560486
109,DensDep,198.2013247,-392.4026493,-392.3509252,DensDep6,7,17.9550443,6.38270219027773e-05
110,TS,199.4794006,-392.9588011,-392.8544533,TS 33,7,17.4515162,8.21002196194481e-05
111,TRC,208.4322923,-408.8645847,-408.6899122,TRC 42,7,1.61605730000002,0.22540862416975
112,SRC,203.3718888,-400.7437775,-400.6394297,SRC 112,7,9.66653980000001,0.00402559856854709
113,BMS,199.3515973,-388.7031946,-388.4411859,BMS 64.0860815658078,7,21.8647836,9.03681682691553e-06
114,OUS,198.8038505,-387.6077009,-387.3456922,OUS 54.4822546163106,7,22.9602773,5.22555044944713e-06
115,OUMA,198.6271651,-385.2543302,-384.8859092,OUMA 56.0907038679414,7,25.4200603,1.5275553414338e-06
116,OUMV,206.6835683,-401.3671365,-400.9987155,OUMV 51.9585757336367,7,9.307254,0.00481779576113638
117,OUMVA,206.0976429,-398.1952857,-397.7018936,OUMVA 51.647263536946,7,12.6040759,0.000926728684483291
118,JN,202.584908418239,-399.169816836478,-399.065920732582,NA,7,11.240048767418,0.00183293613926386
119,NIG,192.680960117696,-379.361920235391,-379.258024131495,NA,7,31.047945368505,9.16045906058004e-08
120,BM,208.7888773,-411.5777545,-411.4738584,BM7,8,3.35030690000002,0.0725410664361592
121,EB,211.4990391,-414.9980783,-414.8241653,EB7,8,0,0.387341326564416
122,OU,208.7888773,-409.5777546,-409.4038415,OU7,8,5.42032380000001,0.0257682827556442
123,kappa,208.7888773,-409.5777546,-409.4038415,kappa7,8,5.42032380000001,0.0257682827556442
124,delta,210.5116163,-413.0232326,-412.8493195,delta7,8,1.97484580000003,0.14429840106674
125,lambda,208.7888773,-409.5777546,-409.4038415,lambda7,8,5.42032380000001,0.0257682827556442
126,DensDep,206.1470736,-408.2941472,-408.2424231,DensDep7,8,6.58174220000001,0.0144173909838187
127,TS,206.9187722,-407.8375444,-407.7331965,TS 113,8,7.09096879999998,0.0111765952847642
128,TRC,210.6726527,-413.3453054,-413.1706329,TRC 43,8,1.65353240000002,0.169446981621965
129,SRC,209.2078798,-412.4157597,-412.3114119,SRC 113,8,2.51275340000001,0.110269744320477
130,BMS,207.0026221,-404.0052441,-403.7432354,BMS 59.6434282469845,8,11.0809299,0.00152019913341035
131,OUS,208.2507036,-406.5014071,-406.2393984,OUS 54.4361192238705,8,8.58476689999998,0.00529584650542402
132,OUMA,208.027707,-404.0554141,-403.686993,OUMA 51.6607689292374,8,11.1371723,0.00147804480266319
133,OUMV,208.663288,-405.3265761,-404.958155,OUMV 53.2810994634936,8,9.86601030000003,0.00279072420852999
134,OUMVA,209.0085642,-404.0171284,-403.5237363,OUMVA 54.4190822487011,8,11.300429,0.00136218739327166
135,JN,204.2049738737,-402.4099477474,-402.306051643504,NA,8,12.518113656496,0.000741003045914869
136,NIG,200.346824243136,-394.693648486272,-394.589752382376,NA,8,20.234412917624,1.56403655134615e-05
137,BM,208.7371173,-411.4742346,-411.3703385,BM8,9,232.6107961,3.0846607776723e-51
138,EB,210.5095204,-413.0190408,-412.8451278,EB8,9,231.1360068,6.44842775833643e-51
139,OU,208.7371173,-409.4742346,-409.3003216,OU8,9,234.680813,1.09574362536093e-51
140,kappa,208.3054737,-408.6109474,-408.4370343,kappa8,9,235.5441003,7.11620576842526e-52
141,delta,326.0775238,-644.1550476,-643.9811346,delta8,9,0,1
142,lambda,208.7371173,-409.4742346,-409.3003216,lambda8,9,234.680813,1.09574362536093e-51
143,DensDep,208.6338658,-413.2677317,-413.2160075,DensDep8,9,230.7651271,7.76228067705098e-51
144,TS,209.0193,-412.0386001,-411.9342522,TS 114,9,232.0468824,4.08940115594884e-51
145,TRC,211.2883458,-414.5766916,-414.4020191,TRC 5,9,229.5791155,1.40452181506022e-50
146,SRC,210.4021926,-414.8043851,-414.7000373,SRC 7,9,229.2810973,1.63020536829667e-50
147,BMS,208.486294,-406.9725881,-406.7105793,BMS 64.0222945846113,9,237.2705553,3.00160512031555e-52
148,OUS,209.0549851,-408.1099701,-407.8479614,OUS 42.8995436505706,9,236.1331732,5.30069654596841e-52
149,OUMA,209.0704968,-406.1409936,-405.7725725,OUMA 43.1306269089716,9,238.2085621,1.87788057220784e-52
150,OUMV,211.6607252,-411.3214503,-410.9530293,OUMV 52.2749388301734,9,233.0281053,2.50374370232165e-51
151,OUMVA,211.1121835,-408.224367,-407.730975,OUMVA 54.0577273273124,9,236.2501596,4.99953563784589e-52
152,JN,200.947845666244,-395.895691332488,-395.791795228592,NA,9,248.189339371408,1.27752592441561e-54
153,NIG,203.269407360276,-400.538814720553,-400.434918616657,NA,9,243.546215983343,1.30200051198105e-53
154,BM,204.7641898,-403.5283797,-403.4244836,BM9,10,5.74382050000003,0.0222912043144634
155,EB,207.6142799,-407.2285599,-407.0546468,EB9,10,2.1136573,0.136903154623752
156,OU,205.6415099,-403.2830199,-403.1091068,OU9,10,6.05919729999999,0.0190392716565591
157,kappa,205.6415416,-403.2830832,-403.1091701,kappa9,10,6.05913400000003,0.0190398742590429
158,delta,206.9173615,-405.834723,-405.66081,delta9,10,3.50749409999997,0.0681939175439505
159,lambda,205.6415099,-403.2830199,-403.1091068,lambda9,10,6.05919729999999,0.0190392716565591
160,DensDep,204.9054129,-405.8108257,-405.7591016,DensDep9,10,3.40920249999999,0.0716290827603144
161,TS,205.7894446,-405.5788893,-405.4745414,TS 115,10,3.69376269999998,0.0621295098722784
162,TRC,207.6691066,-407.3382132,-407.1635408,TRC 11,10,2.00476329999998,0.144563777259843
163,SRC,207.6363259,-409.2726519,-409.1683041,SRC 114,10,0,0.39390210946726
164,BMS,205.4789724,-400.9579448,-400.695936,BMS 59.5024542854336,10,8.47236809999998,0.00569687839770088
165,OUS,205.9540586,-401.9081172,-401.6461085,OUS 41.9001963448292,10,7.52219559999998,0.00916145148596845
166,OUMA,205.3277528,-398.6555056,-398.2870845,OUMA 44.3228404837583,10,10.8812196,0.00170828958167155
167,OUMV,204.928522,-397.857044,-397.4886229,OUMV 44.6013466549318,10,11.6796812,0.00114598190137295
168,OUMVA,208.1732271,-402.3464542,-401.8530621,OUMVA 41.4977278352901,10,7.31524200000001,0.0101602335114795
169,JN,204.391925740733,-402.783851481467,-402.679955377571,NA,10,6.48834872242901,0.0153624783264912
170,NIG,198.264187198339,-390.528374396677,-390.424478292781,NA,10,18.743825807219,3.35133812934901e-05
171,BM,200.3960408,-394.7920817,-394.6881855,BM10,11,7.00454640000004,0.0225403238649908
172,EB,204.9333225,-401.8666449,-401.6927319,EB10,11,0,0.748131733642974
173,OU,200.3960408,-392.7920817,-392.6181686,OU10,11,9.07456330000002,0.0080068500132686
174,kappa,200.3960408,-392.7920816,-392.6181686,kappa10,11,9.07456330000002,0.0080068500132686
175,delta,203.12768,-398.2553599,-398.0814469,delta10,11,3.61128500000001,0.122969527031204
176,lambda,200.3960408,-392.7920817,-392.6181686,lambda10,11,9.07456330000002,0.0080068500132686
177,DensDep,20.23801366,-36.47602732,-36.42430319,DensDep10,11,365.26842871,3.6053428942325e-80
178,TS,84.98165216,-163.9633043,-163.8589565,TS 34,11,237.8337754,1.69445462462122e-52
179,TRC,202.6905754,-397.3811509,-397.2064784,TRC 71,11,4.48625350000003,0.0793963444058073
180,SRC,121.3280819,-236.6561638,-236.551816,SRC 115,11,165.1409159,1.03296075256148e-36
181,BMS,200.4377139,-390.8754278,-390.6134191,BMS 39.6201674747185,11,11.0793128,0.00293856884954866
182,OUS,149.6118955,-289.223791,-288.9617823,OUS 39.6013924375342,11,112.7309496,2.48178069036744e-25
183,OUMA,141.8249466,-271.6498932,-271.2814721,OUMA 43.2067644132311,11,130.4112598,3.59362554788183e-29
184,OUMV,141.7399816,-271.4799632,-271.1115422,OUMV 42.6125750093609,11,130.5811897,3.30090490595777e-29
185,OUMVA,139.8695374,-265.7390748,-265.2456827,OUMVA 45.8234010872556,11,136.4470492,1.75742907418053e-30
186,JN,190.514141351625,-375.028282703251,-374.924386599355,NA,11,26.768345300645,1.15161085488056e-06
187,NIG,190.961074493653,-375.922148987306,-375.81825288341,NA,11,25.87447901659,1.80055481443614e-06
188,BM,205.7014363,-405.4028726,-405.2989765,BM11,12,4.46502889999999,0.0520458670480581
189,EB,208.8137546,-409.6275091,-409.4535961,EB11,12,0.310409299999947,0.415480295013026
190,OU,205.7014363,-403.4028727,-403.2289596,OU11,12,6.53504579999998,0.0184879087700938
191,kappa,201.1663465,-394.3326931,-394.15878,kappa11,12,15.6052254,0.000198300274024855
192,delta,177.6918865,-347.3837731,-347.20986,delta11,12,62.5541454,1.26617831298999e-14
193,lambda,205.7014363,-403.4028726,-403.2289596,lambda11,12,6.53504579999998,0.0184879087700938
194,DensDep,180.3006145,-356.601229,-356.5495049,DensDep11,12,53.2145005,1.35074382927104e-12
195,TS,186.3003763,-366.6007525,-366.4964047,TS 35,12,43.2676006999999,1.952157437843e-10
196,TRC,208.9693389,-409.9386779,-409.7640054,TRC 44,12,0,0.485238167984744
197,SRC,189.7433808,-373.4867615,-373.3824137,SRC 9,12,36.3815917,6.10650469436205e-09
198,BMS,206.1301834,-402.2603668,-401.9983581,BMS 36.1240456872949,12,7.76564729999996,0.00999231390950182
199,OUS,181.2233271,-352.4466541,-352.1846454,OUS 51.8045418096403,12,57.57936,1.52319601424525e-13
200,OUMA,190.4329045,-368.865809,-368.4973879,OUMA 51.5870645043568,12,41.2666175,5.3091234132253e-10
201,OUMV,197.9573142,-383.9146284,-383.5462073,OUMV 50.9344155688769,12,26.2177981,9.83631511148842e-07
202,OUMVA,201.1958921,-388.3917843,-387.8983922,OUMVA 50.5452833126498,12,21.8656132,8.66757037014008e-06
203,JN,196.658113686315,-387.316227372629,-387.212331268733,NA,12,22.551674131267,6.15065174968212e-06
204,NIG,198.819919461212,-391.639838922424,-391.535942818528,NA,12,18.228062581472,5.3429542677986e-05
205,BM,205.789802,-405.579604,-405.4757079,BM12,13,3.62128190000004,0.0537982397776192
206,EB,207.5363838,-407.0727675,-406.8988545,EB12,13,2.19813529999999,0.109597443525478
207,OU,205.789802,-403.579604,-403.405691,OU12,13,5.69129880000003,0.0191103925328374
208,kappa,205.1257987,-402.2515974,-402.0776843,kappa12,13,7.01930550000003,0.00983776891174632
209,delta,206.7910129,-405.5820259,-405.4081128,delta12,13,3.68887699999999,0.0520103740031443
210,lambda,205.789802,-403.579604,-403.405691,lambda12,13,5.69129880000003,0.0191103925328374
211,DensDep,204.8916884,-405.7833768,-405.7316526,DensDep12,13,3.3653372,0.0611428603356098
212,TS,205.9294849,-405.8589698,-405.7546219,TS 116,13,3.3423679,0.0618491124530483
213,TRC,207.784036,-407.5680719,-407.3933995,TRC 111,13,1.70359030000003,0.14034259616248
214,SRC,207.6006688,-409.2013377,-409.0969898,SRC 116,13,0,0.328942083983365
215,BMS,205.9379982,-401.8759964,-401.6139877,BMS 55.9678587007941,13,7.48300210000002,0.00780200419482385
216,OUS,206.6948816,-403.3897633,-403.1277545,OUS 42.6571641366411,13,5.96923530000004,0.0166309272404718
217,OUMA,204.884793,-397.769586,-397.401165,OUMA 53.6124149073192,13,11.6958248,0.000949299721702086
218,OUMV,209.3678362,-406.7356723,-406.3672513,OUMV 53.467145384416,13,2.7297385,0.0840164361995093
219,OUMVA,209.34513,-404.6902601,-404.196868,OUMVA 53.4440359425724,13,4.90012180000002,0.0283838635475751
220,JN,202.888319689471,-399.776639378941,-399.672743275045,NA,13,9.42424652495504,0.00295576776560589
221,NIG,203.063146414691,-400.126292829382,-400.022396725486,NA,13,9.07459307451404,0.00352043711214631
222,BM,207.0138956,-408.0277913,-407.9238952,BM13,14,2.76963480000001,0.0590659017211611
223,EB,208.9255404,-409.8510808,-409.6771677,EB13,14,1.01636230000003,0.141923765231975
224,OU,207.0138957,-406.0277913,-405.8538783,OU13,14,4.83965169999999,0.0209815892092992
225,kappa,206.6436272,-405.2872545,-405.1133415,kappa13,14,5.58018850000002,0.0144888146584153
226,delta,207.1441282,-406.2882565,-406.1143434,delta13,14,4.57918660000001,0.0238999866144949
227,lambda,207.0138957,-406.0277913,-405.8538783,lambda13,14,4.83965169999999,0.0209815892092992
228,DensDep,207.2911635,-410.582327,-410.5306029,DensDep13,14,0.16292709999999,0.217458417615606
229,TS,207.4224366,-408.8448733,-408.7405255,TS 117,14,1.95300450000002,0.0888517231979254
230,TRC,208.8089245,-409.6178489,-409.4431764,TRC 72,14,1.25035359999998,0.126253829311331
231,SRC,208.3989389,-410.7978778,-410.69353,SRC 71,14,0,0.235914912290798
232,BMS,208.6252696,-407.2505392,-406.9885304,BMS 50.9951134819457,14,3.70499960000001,0.0370019790434394
233,OUS,206.8995256,-403.7990511,-403.5370424,OUS 40.7494922086515,14,7.15648759999999,0.00658785234190512
234,OUMA,206.7580567,-401.5161134,-401.1476924,OUMA 50.8494093845239,14,9.54583760000003,0.00199481716370107
235,OUMV,206.9841767,-401.9683534,-401.5999323,OUMV 40.8382398856839,14,9.09359770000003,0.002500954224563
236,OUMVA,207.3338246,-400.6676493,-400.1742572,OUMVA 40.1146118270959,14,10.5192728,0.00122609558435364
237,JN,202.519180534064,-399.038361068128,-398.934464964232,NA,14,11.759065035768,0.000659639820783689
238,NIG,201.365662723977,-396.731325447954,-396.627429344058,NA,14,14.066100655942,0.0002081327609492
239,BM,208.6302734,-411.2605467,-411.1566506,BM14,15,2.81878920000003,0.0439011690819552
240,EB,210.5157476,-413.0314952,-412.8575821,EB14,15,1.1178577,0.102761081868454
241,OU,208.6302734,-409.2605467,-409.0866337,OU14,15,4.88880610000001,0.0155947216354029
242,kappa,208.5729545,-409.145909,-408.971996,kappa14,15,5.00344380000001,0.0147259854411248
243,delta,209.9854352,-411.9708704,-411.7969573,delta14,15,2.17848250000003,0.0604667907009828
244,lambda,208.6302733,-409.2605467,-409.0866336,lambda14,15,4.88880619999998,0.0155947208556671
245,DensDep,209.013582,-414.027164,-413.9754398,DensDep14,15,0,0.179708402340468
246,TS,209.3710634,-412.7421267,-412.6377789,TS 118,15,1.3376609,0.0920659437609262
247,TRC,210.0882387,-412.1764774,-412.0018049,TRC 31,15,1.97363489999998,0.0669883082408187
248,SRC,210.0208219,-414.0416438,-413.937296,SRC 72,15,0.0381438000000003,0.176313498201826
249,BMS,210.8008585,-411.6017171,-411.3397084,BMS 56.2436202758647,15,2.6357314,0.0481090279272398
250,OUS,210.1678828,-410.3357656,-410.0737569,OUS 56.0845897200444,15,3.90168290000003,0.0255463410841515
251,OUMA,212.3974366,-412.7948732,-412.4264521,OUMA 55.1494808953925,15,1.5489877,0.0828342563856326
252,OUMV,210.7767944,-409.5535887,-409.1851677,OUMV 53.0847582284332,15,4.79027209999998,0.0163822675071648
253,OUMVA,213.115113,-412.2302259,-411.7368338,OUMVA 54.1441179022028,15,2.238606,0.0586761036025143
254,JN,202.952986926762,-399.905973853524,-399.802077749628,NA,15,14.173362050372,0.000150266412805416
255,NIG,203.139709051055,-400.27941810211,-400.175521998213,NA,15,13.799917801787,0.000181114952866086
256,BM,208.3041413,-410.6082826,-410.5043865,BM15,16,2.44666699999999,0.0721969296061778
257,EB,210.5624833,-413.1249666,-412.9510535,EB15,16,0,0.245361103866889
258,OU,208.3041413,-408.6082826,-408.4343696,OU15,16,4.51668389999998,0.0256460373079654
259,kappa,208.3041411,-408.6082822,-408.4343691,kappa15,16,4.51668439999997,0.0256460308964569
260,delta,209.7591856,-411.5183711,-411.3444581,delta15,16,1.6065954,0.109884885102778
261,lambda,208.3041413,-408.6082826,-408.4343696,lambda15,16,4.51668389999998,0.0256460373079654
262,DensDep,207.6959287,-411.3918574,-411.3401333,DensDep15,16,1.61092020000001,0.109647526751571
263,TS,208.4521945,-410.9043889,-410.8000411,TS 119,16,2.15101240000001,0.0836988149225923
264,TRC,209.57401,-411.14802,-410.9733475,TRC 51,16,1.97770600000001,0.0912750996013953
265,SRC,209.1143933,-412.2287867,-412.1244388,SRC 61,16,0.826614699999993,0.162296298667966
266,BMS,209.2571635,-408.5143271,-408.2523183,BMS 55.739645135968,16,4.69873519999999,0.0234146856821652
267,OUS,208.5401918,-407.0803835,-406.8183748,OUS 55.7395090259682,16,6.13267869999999,0.0114317168115666
268,OUMA,208.5878977,-405.1757955,-404.8073744,OUMA 53.8407040722066,16,8.14367909999999,0.00418242603266246
269,OUMV,208.9826097,-405.9652194,-405.5967983,OUMV 53.4297146245102,16,7.35425520000001,0.00620653903150044
270,OUMVA,209.3565078,-404.7130155,-404.2196235,OUMVA 55.7244250273218,16,8.73142999999999,0.003117452053818
271,JN,202.970344132295,-399.940688264589,-399.836792160693,NA,16,13.114261339307,0.000348401527080464
272,NIG,192.905848345759,-379.811696691517,-379.707800587621,NA,16,33.243252912379,1.48294507720628e-08
273,BM,205.6017793,-405.2035585,-405.0996624,BM16,17,2.2845049,0.0841973092598489
